year,carrier,salida,llegada,dif
2013,YV,2013-10-31T21:00:00Z,,
2013,UA,2013-10-31T22:00:00Z,,
2013,MQ,2013-10-31T21:00:00Z,,
2013,UA,2013-10-31T21:00:00Z,,
2013,MQ,2013-10-31T22:00:00Z,,
2013,UA,2013-10-31T21:00:00Z,,
2013,VX,2013-10-31T21:00:00Z,,
2013,AA,2013-10-31T22:00:00Z,,
2013,UA,2013-10-31T22:00:00Z,,
2013,US,2013-10-31T22:00:00Z,,
2013,UA,2013-10-31T22:00:00Z,,
2013,EV,2013-10-31T20:00:00Z,,
2013,9E,2013-10-31T21:00:00Z,,
2013,DL,2013-10-31T21:00:00Z,,
2013,B6,2013-10-31T22:00:00Z,,
2013,EV,2013-10-31T21:00:00Z,,
2013,B6,2013-10-31T22:00:00Z,,
2013,DL,2013-10-31T22:00:00Z,,
2013,EV,2013-10-31T21:00:00Z,,
2013,MQ,2013-10-31T22:00:00Z,,
2013,F9,2013-10-31T22:00:00Z,,
2013,UA,2013-10-31T22:00:00Z,,
2013,AA,2013-10-31T22:00:00Z,,
2013,US,2013-10-31T22:00:00Z,,
2013,B6,2013-10-31T22:00:00Z,,
2013,UA,2013-10-31T22:00:00Z,,
2013,US,2013-10-31T22:00:00Z,,
2013,EV,2013-10-31T20:00:00Z,,
2013,VX,2013-10-31T22:00:00Z,,
2013,EV,2013-10-31T22:00:00Z,,
2013,AA,2013-10-31T22:00:00Z,,
2013,VX,2013-10-31T22:00:00Z,,
2013,B6,2013-10-31T22:00:00Z,,
2013,EV,2013-10-31T21:00:00Z,,
2013,B6,2013-10-31T22:00:00Z,,
2013,WN,2013-10-31T20:00:00Z,,
2013,AA,2013-10-31T22:00:00Z,,
2013,AA,2013-10-31T20:00:00Z,,
2013,UA,2013-10-31T22:00:00Z,,
2013,WN,2013-10-31T22:00:00Z,,
2013,B6,2013-10-31T22:00:00Z,,
2013,MQ,2013-10-31T22:00:00Z,,
2013,AA,2013-10-31T22:00:00Z,,
2013,MQ,2013-10-31T22:00:00Z,,
2013,US,2013-10-31T23:00:00Z,,
2013,B6,2013-10-31T22:00:00Z,,
2013,UA,2013-10-31T22:00:00Z,,
2013,US,2013-10-31T23:00:00Z,,
2013,DL,2013-10-31T22:00:00Z,,
2013,EV,2013-10-31T22:00:00Z,,
2013,EV,2013-10-31T22:00:00Z,,
2013,DL,2013-10-31T23:00:00Z,,
2013,UA,2013-10-31T22:00:00Z,,
2013,AA,2013-10-31T22:00:00Z,,
2013,UA,2013-10-31T23:00:00Z,,
2013,AA,2013-10-31T23:00:00Z,,
2013,MQ,2013-10-31T23:00:00Z,,
2013,B6,2013-10-31T23:00:00Z,,
2013,UA,2013-10-31T22:00:00Z,,
2013,B6,2013-10-31T22:00:00Z,,
2013,DL,2013-10-31T23:00:00Z,,
2013,UA,2013-10-31T23:00:00Z,,
2013,9E,2013-10-31T23:00:00Z,,
2013,WN,2013-10-31T23:00:00Z,,
2013,EV,2013-10-31T22:00:00Z,,
2013,WN,2013-10-31T22:00:00Z,,
2013,UA,2013-10-31T23:00:00Z,,
2013,DL,2013-10-31T23:00:00Z,,
2013,AA,2013-10-31T22:00:00Z,,
2013,AA,2013-10-31T23:00:00Z,,
2013,9E,2013-10-31T23:00:00Z,,
2013,B6,2013-10-31T22:00:00Z,,
2013,WN,2013-10-31T22:00:00Z,,
2013,9E,2013-10-31T23:00:00Z,,
2013,DL,2013-10-31T23:00:00Z,,
2013,EV,2013-10-31T23:00:00Z,,
2013,9E,2013-10-31T23:00:00Z,,
2013,UA,2013-10-31T23:00:00Z,,
2013,B6,2013-10-31T23:00:00Z,,
2013,MQ,2013-10-31T23:00:00Z,,
2013,UA,2013-10-31T23:00:00Z,,
2013,DL,2013-10-31T23:00:00Z,,
2013,DL,2013-10-31T23:00:00Z,,
2013,FL,2013-10-31T22:00:00Z,,
2013,UA,2013-10-31T23:00:00Z,,
2013,UA,2013-10-31T23:00:00Z,,
2013,US,2013-10-31T23:00:00Z,,
2013,DL,2013-10-31T23:00:00Z,,
2013,US,2013-10-31T23:00:00Z,,
2013,B6,2013-10-31T23:00:00Z,,
2013,DL,2013-10-31T23:00:00Z,,
2013,B6,2013-10-31T23:00:00Z,,
2013,9E,2013-10-31T22:00:00Z,,
2013,UA,2013-10-31T23:00:00Z,,
2013,AS,2013-10-31T23:00:00Z,,
2013,B6,2013-10-31T23:00:00Z,,
2013,MQ,2013-10-31T23:00:00Z,,
2013,DL,2013-10-31T23:00:00Z,,
2013,EV,2013-10-31T22:00:00Z,,
2013,UA,2013-10-31T23:00:00Z,,
2013,EV,2013-10-31T23:00:00Z,,
2013,AA,2013-10-31T23:00:00Z,,
2013,B6,2013-10-31T23:00:00Z,,
2013,VX,2013-10-31T23:00:00Z,,
2013,9E,2013-10-31T23:00:00Z,,
2013,UA,2013-10-31T23:00:00Z,,
2013,US,2013-11-01T00:00:00Z,,
2013,DL,2013-10-31T23:00:00Z,,
2013,DL,2013-11-01T00:00:00Z,,
2013,DL,2013-10-31T23:00:00Z,,
2013,DL,2013-11-01T00:00:00Z,,
2013,AA,2013-11-01T00:00:00Z,,
2013,WN,2013-10-31T23:00:00Z,,
2013,EV,2013-10-31T22:00:00Z,,
2013,MQ,2013-11-01T00:00:00Z,,
2013,UA,2013-11-01T00:00:00Z,,
2013,US,2013-11-01T00:00:00Z,,
2013,WN,2013-10-31T23:00:00Z,,
2013,DL,2013-11-01T00:00:00Z,,
2013,UA,2013-11-01T00:00:00Z,,
2013,DL,2013-11-01T00:00:00Z,,
2013,US,2013-10-31T23:00:00Z,,
2013,DL,2013-11-01T00:00:00Z,,
2013,AA,2013-10-31T23:00:00Z,,
2013,AA,2013-10-31T23:00:00Z,,
2013,DL,2013-11-01T00:00:00Z,,
2013,9E,2013-11-01T00:00:00Z,,
2013,B6,2013-10-31T23:00:00Z,,
2013,EV,2013-10-31T23:00:00Z,,
2013,EV,2013-10-31T22:00:00Z,,
2013,AA,2013-11-01T00:00:00Z,,
2013,B6,2013-11-01T00:00:00Z,,
2013,DL,2013-11-01T00:00:00Z,,
2013,EV,2013-11-01T00:00:00Z,,
2013,MQ,2013-10-31T23:00:00Z,,
2013,DL,2013-11-01T00:00:00Z,,
2013,EV,2013-10-31T22:00:00Z,,
2013,EV,2013-11-01T00:00:00Z,,
2013,9E,2013-11-01T00:00:00Z,,
2013,B6,2013-10-31T23:00:00Z,,
2013,DL,2013-11-01T00:00:00Z,,
2013,9E,2013-10-31T23:00:00Z,,
2013,AA,2013-11-01T00:00:00Z,,
2013,B6,2013-11-01T00:00:00Z,,
2013,MQ,2013-10-31T23:00:00Z,,
2013,DL,2013-11-01T00:00:00Z,,
2013,B6,2013-11-01T00:00:00Z,,
2013,MQ,2013-11-01T00:00:00Z,,
2013,EV,2013-11-01T00:00:00Z,,
2013,FL,2013-10-31T23:00:00Z,,
2013,AA,2013-11-01T00:00:00Z,,
2013,UA,2013-11-01T00:00:00Z,,
2013,B6,2013-11-01T00:00:00Z,,
2013,EV,2013-11-01T00:00:00Z,,
2013,WN,2013-11-01T00:00:00Z,,
2013,EV,2013-11-01T00:00:00Z,,
2013,EV,2013-11-01T00:00:00Z,,
2013,B6,2013-11-01T00:00:00Z,,
2013,DL,2013-11-01T00:00:00Z,,
2013,9E,2013-11-01T00:00:00Z,,
2013,MQ,2013-11-01T00:00:00Z,,
2013,9E,2013-10-31T23:00:00Z,,
2013,DL,2013-11-01T00:00:00Z,,
2013,DL,2013-11-01T00:00:00Z,,
2013,9E,2013-11-01T00:00:00Z,,
2013,9E,2013-11-01T01:00:00Z,,
2013,US,2013-11-01T01:00:00Z,,
2013,B6,2013-11-01T01:00:00Z,,
2013,B6,2013-11-01T01:00:00Z,,
2013,EV,2013-11-01T01:00:00Z,,
2013,UA,2013-11-01T01:00:00Z,,
2013,VX,2013-11-01T01:00:00Z,,
2013,B6,2013-11-01T01:00:00Z,,
2013,9E,2013-11-01T01:00:00Z,,
2013,B6,2013-11-01T01:00:00Z,,
2013,MQ,2013-11-01T00:00:00Z,,
2013,AA,2013-11-01T00:00:00Z,,
2013,MQ,2013-11-01T00:00:00Z,,
2013,UA,2013-11-01T01:00:00Z,,
2013,B6,2013-11-01T01:00:00Z,,
2013,UA,2013-11-01T01:00:00Z,,
2013,B6,2013-11-01T01:00:00Z,,
2013,AA,2013-11-01T01:00:00Z,,
2013,EV,2013-11-01T00:00:00Z,,
2013,EV,2013-11-01T00:00:00Z,,
2013,FL,2013-11-01T01:00:00Z,,
2013,UA,2013-11-01T00:00:00Z,,
2013,UA,2013-11-01T01:00:00Z,,
2013,EV,2013-11-01T00:00:00Z,,
2013,UA,2013-11-01T01:00:00Z,,
2013,B6,2013-11-01T01:00:00Z,,
2013,B6,2013-11-01T01:00:00Z,,
2013,DL,2013-11-01T01:00:00Z,,
2013,DL,2013-11-01T01:00:00Z,,
2013,EV,2013-11-01T01:00:00Z,,
2013,US,2013-11-01T02:00:00Z,,
2013,EV,2013-11-01T00:00:00Z,,
2013,B6,2013-11-01T02:00:00Z,,
2013,MQ,2013-11-01T02:00:00Z,,
2013,UA,2013-11-01T01:00:00Z,,
2013,EV,2013-11-01T01:00:00Z,,
2013,EV,2013-10-31T23:00:00Z,,
2013,AA,2013-11-01T01:00:00Z,,
2013,MQ,2013-11-01T01:00:00Z,,
2013,MQ,2013-11-01T02:00:00Z,,
2013,DL,2013-11-01T01:00:00Z,,
2013,DL,2013-11-01T02:00:00Z,,
2013,B6,2013-11-01T02:00:00Z,,
2013,EV,2013-11-01T01:00:00Z,,
2013,9E,2013-11-01T01:00:00Z,,
2013,9E,2013-11-01T01:00:00Z,,
2013,EV,2013-10-31T23:00:00Z,,
2013,9E,2013-11-01T00:00:00Z,,
2013,WN,2013-11-01T01:00:00Z,,
2013,US,2013-11-01T02:00:00Z,,
2013,B6,2013-11-01T02:00:00Z,,
2013,EV,2013-11-01T01:00:00Z,,
2013,B6,2013-11-01T01:00:00Z,,
2013,EV,2013-11-01T02:00:00Z,,
2013,B6,2013-11-01T02:00:00Z,,
2013,MQ,2013-11-01T02:00:00Z,,
2013,EV,2013-11-01T02:00:00Z,,
2013,AA,2013-11-01T02:00:00Z,,
2013,B6,2013-11-01T02:00:00Z,,
2013,EV,2013-11-01T01:00:00Z,,
2013,B6,2013-11-01T02:00:00Z,,
2013,B6,2013-11-01T02:00:00Z,,
2013,B6,2013-11-01T02:00:00Z,,
2013,B6,2013-11-01T02:00:00Z,,
2013,B6,2013-11-01T02:00:00Z,,
2013,MQ,2013-11-01T02:00:00Z,,
2013,EV,2013-11-01T02:00:00Z,,
2013,UA,2013-11-01T01:00:00Z,,
2013,EV,2013-11-01T02:00:00Z,,
2013,9E,2013-11-01T02:00:00Z,,
2013,EV,2013-11-01T02:00:00Z,,
2013,EV,2013-11-01T02:00:00Z,,
2013,MQ,2013-11-01T02:00:00Z,,
2013,EV,2013-11-01T02:00:00Z,,
2013,B6,2013-11-01T03:00:00Z,,
2013,AA,2013-11-01T00:00:00Z,,
2013,B6,2013-11-01T03:00:00Z,,
2013,B6,2013-11-01T03:00:00Z,,
2013,B6,2013-11-01T03:00:00Z,,
2013,WN,2013-11-01T01:00:00Z,,
2013,B6,2013-11-01T03:00:00Z,,
2013,B6,2013-11-01T03:00:00Z,,
2013,EV,2013-11-01T01:00:00Z,,
2013,B6,2013-11-01T04:00:00Z,,
2013,B6,2013-11-01T04:00:00Z,,
2013,B6,2013-11-01T04:00:00Z,,
2013,MQ,2013-10-31T21:00:00Z,,
2013,MQ,2013-11-01T01:00:00Z,,
2013,US,2013-11-01T01:00:00Z,,
2013,EV,2013-10-31T21:00:00Z,,
2013,B6,2013-10-31T15:00:00Z,,
2013,B6,2014-01-01T04:00:00Z,,
2013,DL,2014-01-01T04:00:00Z,,
2013,B6,2014-01-01T03:00:00Z,,
2013,US,2013-12-31T10:00:00Z,,
2013,UA,2013-12-31T10:00:00Z,,
2013,UA,2013-12-31T10:00:00Z,,
2013,AA,2013-12-31T11:00:00Z,,
2013,EV,2013-12-31T11:00:00Z,,
2013,DL,2013-12-31T11:00:00Z,,
2013,B6,2013-12-31T10:00:00Z,,
2013,B6,2013-12-31T11:00:00Z,,
2013,DL,2013-12-31T11:00:00Z,,
2013,UA,2013-12-31T10:00:00Z,,
2013,B6,2013-12-31T11:00:00Z,,
2013,DL,2013-12-31T11:00:00Z,,
2013,EV,2013-12-31T11:00:00Z,,
2013,AA,2013-12-31T11:00:00Z,,
2013,B6,2013-12-31T11:00:00Z,,
2013,AA,2013-12-31T10:00:00Z,,
2013,DL,2013-12-31T11:00:00Z,,
2013,EV,2013-12-31T11:00:00Z,,
2013,B6,2013-12-31T11:00:00Z,,
2013,WN,2013-12-31T11:00:00Z,,
2013,US,2013-12-31T11:00:00Z,,
2013,AA,2013-12-31T11:00:00Z,,
2013,DL,2013-12-31T11:00:00Z,,
2013,EV,2013-12-31T11:00:00Z,,
2013,DL,2013-12-31T11:00:00Z,,
2013,B6,2013-12-31T11:00:00Z,,
2013,B6,2013-12-31T11:00:00Z,,
2013,B6,2013-12-31T11:00:00Z,,
2013,MQ,2013-12-31T11:00:00Z,,
2013,WN,2013-12-31T11:00:00Z,,
2013,B6,2013-12-31T11:00:00Z,,
2013,US,2013-12-31T11:00:00Z,,
2013,9E,2013-12-31T11:00:00Z,,
2013,B6,2013-12-31T11:00:00Z,,
2013,AA,2013-12-31T11:00:00Z,,
2013,WN,2013-12-31T11:00:00Z,,
2013,EV,2013-12-31T11:00:00Z,,
2013,B6,2013-12-31T11:00:00Z,,
2013,UA,2013-12-31T11:00:00Z,,
2013,US,2013-12-31T11:00:00Z,,
2013,US,2013-12-31T11:00:00Z,,
2013,UA,2013-12-31T11:00:00Z,,
2013,US,2013-12-31T11:00:00Z,,
2013,UA,2013-12-31T11:00:00Z,,
2013,US,2013-12-31T11:00:00Z,,
2013,UA,2013-12-31T11:00:00Z,,
2013,UA,2013-12-31T11:00:00Z,,
2013,AA,2013-12-31T11:00:00Z,,
2013,UA,2013-12-31T11:00:00Z,,
2013,EV,2013-12-31T11:00:00Z,,
2013,UA,2013-12-31T11:00:00Z,,
2013,B6,2013-12-31T11:00:00Z,,
2013,DL,2013-12-31T11:00:00Z,,
2013,DL,2013-12-31T11:00:00Z,,
2013,AA,2013-12-31T12:00:00Z,,
2013,AA,2013-12-31T11:00:00Z,,
2013,DL,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T11:00:00Z,,
2013,DL,2013-12-31T11:00:00Z,,
2013,UA,2013-12-31T11:00:00Z,,
2013,DL,2013-12-31T12:00:00Z,,
2013,UA,2013-12-31T11:00:00Z,,
2013,B6,2013-12-31T12:00:00Z,,
2013,DL,2013-12-31T12:00:00Z,,
2013,DL,2013-12-31T11:00:00Z,,
2013,DL,2013-12-31T12:00:00Z,,
2013,EV,2013-12-31T11:00:00Z,,
2013,UA,2013-12-31T12:00:00Z,,
2013,DL,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T12:00:00Z,,
2013,EV,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T12:00:00Z,,
2013,UA,2013-12-31T11:00:00Z,,
2013,UA,2013-12-31T12:00:00Z,,
2013,AS,2013-12-31T12:00:00Z,,
2013,WN,2013-12-31T12:00:00Z,,
2013,DL,2013-12-31T12:00:00Z,,
2013,EV,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T12:00:00Z,,
2013,AA,2013-12-31T11:00:00Z,,
2013,MQ,2013-12-31T12:00:00Z,,
2013,WN,2013-12-31T12:00:00Z,,
2013,AA,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T11:00:00Z,,
2013,UA,2013-12-31T12:00:00Z,,
2013,AA,2013-12-31T12:00:00Z,,
2013,WN,2013-12-31T12:00:00Z,,
2013,AA,2013-12-31T12:00:00Z,,
2013,UA,2013-12-31T12:00:00Z,,
2013,EV,2013-12-31T12:00:00Z,,
2013,VX,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T12:00:00Z,,
2013,AA,2013-12-31T12:00:00Z,,
2013,WN,2013-12-31T12:00:00Z,,
2013,VX,2013-12-31T12:00:00Z,,
2013,VX,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T12:00:00Z,,
2013,DL,2013-12-31T12:00:00Z,,
2013,EV,2013-12-31T12:00:00Z,,
2013,DL,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T12:00:00Z,,
2013,EV,2013-12-31T12:00:00Z,,
2013,MQ,2013-12-31T12:00:00Z,,
2013,AA,2013-12-31T12:00:00Z,,
2013,DL,2013-12-31T12:00:00Z,,
2013,UA,2013-12-31T12:00:00Z,,
2013,EV,2013-12-31T12:00:00Z,,
2013,US,2013-12-31T12:00:00Z,,
2013,EV,2013-12-31T12:00:00Z,,
2013,WN,2013-12-31T12:00:00Z,,
2013,UA,2013-12-31T12:00:00Z,,
2013,DL,2013-12-31T13:00:00Z,,
2013,DL,2013-12-31T12:00:00Z,,
2013,UA,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T13:00:00Z,,
2013,UA,2013-12-31T12:00:00Z,,
2013,MQ,2013-12-31T13:00:00Z,,
2013,AA,2013-12-31T13:00:00Z,,
2013,AA,2013-12-31T13:00:00Z,,
2013,DL,2013-12-31T13:00:00Z,,
2013,DL,2013-12-31T13:00:00Z,,
2013,UA,2013-12-31T13:00:00Z,,
2013,UA,2013-12-31T13:00:00Z,,
2013,9E,2013-12-31T13:00:00Z,,
2013,B6,2013-12-31T12:00:00Z,,
2013,UA,2013-12-31T13:00:00Z,,
2013,UA,2013-12-31T11:00:00Z,,
2013,UA,2013-12-31T13:00:00Z,,
2013,9E,2013-12-31T13:00:00Z,,
2013,DL,2013-12-31T13:00:00Z,,
2013,DL,2013-12-31T13:00:00Z,,
2013,DL,2013-12-31T13:00:00Z,,
2013,9E,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T13:00:00Z,,
2013,DL,2013-12-31T13:00:00Z,,
2013,EV,2013-12-31T13:00:00Z,,
2013,9E,2013-12-31T13:00:00Z,,
2013,DL,2013-12-31T13:00:00Z,,
2013,DL,2013-12-31T13:00:00Z,,
2013,B6,2013-12-31T13:00:00Z,,
2013,DL,2013-12-31T13:00:00Z,,
2013,UA,2013-12-31T12:00:00Z,,
2013,MQ,2013-12-31T13:00:00Z,,
2013,US,2013-12-31T13:00:00Z,,
2013,EV,2013-12-31T13:00:00Z,,
2013,MQ,2013-12-31T13:00:00Z,,
2013,DL,2013-12-31T13:00:00Z,,
2013,EV,2013-12-31T13:00:00Z,,
2013,AA,2013-12-31T12:00:00Z,,
2013,EV,2013-12-31T13:00:00Z,,
2013,9E,2013-12-31T13:00:00Z,,
2013,9E,2013-12-31T13:00:00Z,,
2013,B6,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T13:00:00Z,,
2013,9E,2013-12-31T13:00:00Z,,
2013,B6,2013-12-31T12:00:00Z,,
2013,9E,2013-12-31T13:00:00Z,,
2013,F9,2013-12-31T13:00:00Z,,
2013,UA,2013-12-31T13:00:00Z,,
2013,DL,2013-12-31T13:00:00Z,,
2013,MQ,2013-12-31T13:00:00Z,,
2013,EV,2013-12-31T13:00:00Z,,
2013,B6,2013-12-31T13:00:00Z,,
2013,MQ,2013-12-31T13:00:00Z,,
2013,B6,2013-12-31T13:00:00Z,,
2013,US,2013-12-31T13:00:00Z,,
2013,B6,2013-12-31T13:00:00Z,,
2013,AA,2013-12-31T13:00:00Z,,
2013,AA,2013-12-31T13:00:00Z,,
2013,B6,2013-12-31T13:00:00Z,,
2013,MQ,2013-12-31T13:00:00Z,,
2013,UA,2013-12-31T13:00:00Z,,
2013,B6,2013-12-31T14:00:00Z,,
2013,AA,2013-12-31T14:00:00Z,,
2013,MQ,2013-12-31T13:00:00Z,,
2013,DL,2013-12-31T14:00:00Z,,
2013,DL,2013-12-31T14:00:00Z,,
2013,UA,2013-12-31T13:00:00Z,,
2013,B6,2013-12-31T14:00:00Z,,
2013,B6,2013-12-31T14:00:00Z,,
2013,DL,2013-12-31T14:00:00Z,,
2013,DL,2013-12-31T14:00:00Z,,
2013,DL,2013-12-31T14:00:00Z,,
2013,B6,2013-12-31T14:00:00Z,,
2013,AA,2013-12-31T14:00:00Z,,
2013,UA,2013-12-31T14:00:00Z,,
2013,UA,2013-12-31T14:00:00Z,,
2013,B6,2013-12-31T14:00:00Z,,
2013,DL,2013-12-31T14:00:00Z,,
2013,EV,2013-12-31T13:00:00Z,,
2013,EV,2013-12-31T14:00:00Z,,
2013,UA,2013-12-31T13:00:00Z,,
2013,VX,2013-12-31T14:00:00Z,,
2013,DL,2013-12-31T14:00:00Z,,
2013,UA,2013-12-31T13:00:00Z,,
2013,B6,2013-12-31T14:00:00Z,,
2013,EV,2013-12-31T14:00:00Z,,
2013,UA,2013-12-31T14:00:00Z,,
2013,UA,2013-12-31T12:00:00Z,,
2013,B6,2013-12-31T14:00:00Z,,
2013,UA,2013-12-31T13:00:00Z,,
2013,VX,2013-12-31T14:00:00Z,,
2013,FL,2013-12-31T14:00:00Z,,
2013,US,2013-12-31T14:00:00Z,,
2013,EV,2013-12-31T12:00:00Z,,
2013,UA,2013-12-31T14:00:00Z,,
2013,9E,2013-12-31T14:00:00Z,,
2013,9E,2013-12-31T14:00:00Z,,
2013,DL,2013-12-31T14:00:00Z,,
2013,HA,2013-12-31T14:00:00Z,,
2013,WN,2013-12-31T14:00:00Z,,
2013,UA,2013-12-31T14:00:00Z,,
2013,UA,2013-12-31T14:00:00Z,,
2013,B6,2013-12-31T14:00:00Z,,
2013,WN,2013-12-31T14:00:00Z,,
2013,B6,2013-12-31T14:00:00Z,,
2013,EV,2013-12-31T13:00:00Z,,
2013,B6,2013-12-31T14:00:00Z,,
2013,B6,2013-12-31T14:00:00Z,,
2013,UA,2013-12-31T14:00:00Z,,
2013,AA,2013-12-31T14:00:00Z,,
2013,DL,2013-12-31T14:00:00Z,,
2013,AA,2013-12-31T14:00:00Z,,
2013,EV,2013-12-31T14:00:00Z,,
2013,9E,2013-12-31T14:00:00Z,,
2013,EV,2013-12-31T14:00:00Z,,
2013,FL,2013-12-31T14:00:00Z,,
2013,EV,2013-12-31T13:00:00Z,,
2013,VX,2013-12-31T14:00:00Z,,
2013,EV,2013-12-31T15:00:00Z,,
2013,B6,2013-12-31T15:00:00Z,,
2013,B6,2013-12-31T14:00:00Z,,
2013,UA,2013-12-31T14:00:00Z,,
2013,B6,2013-12-31T15:00:00Z,,
2013,UA,2013-12-31T15:00:00Z,,
2013,US,2013-12-31T15:00:00Z,,
2013,UA,2013-12-31T14:00:00Z,,
2013,AA,2013-12-31T15:00:00Z,,
2013,EV,2013-12-31T15:00:00Z,,
2013,B6,2013-12-31T14:00:00Z,,
2013,MQ,2013-12-31T15:00:00Z,,
2013,DL,2013-12-31T15:00:00Z,,
2013,AA,2013-12-31T15:00:00Z,,
2013,B6,2013-12-31T15:00:00Z,,
2013,US,2013-12-31T15:00:00Z,,
2013,US,2013-12-31T15:00:00Z,,
2013,UA,2013-12-31T15:00:00Z,,
2013,B6,2013-12-31T14:00:00Z,,
2013,DL,2013-12-31T15:00:00Z,,
2013,B6,2013-12-31T13:00:00Z,,
2013,EV,2013-12-31T15:00:00Z,,
2013,US,2013-12-31T15:00:00Z,,
2013,UA,2013-12-31T15:00:00Z,,
2013,DL,2013-12-31T15:00:00Z,,
2013,UA,2013-12-31T15:00:00Z,,
2013,DL,2013-12-31T15:00:00Z,,
2013,VX,2013-12-31T15:00:00Z,,
2013,MQ,2013-12-31T15:00:00Z,,
2013,B6,2013-12-31T15:00:00Z,,
2013,EV,2013-12-31T15:00:00Z,,
2013,VX,2013-12-31T15:00:00Z,,
2013,B6,2013-12-31T15:00:00Z,,
2013,US,2013-12-31T15:00:00Z,,
2013,EV,2013-12-31T15:00:00Z,,
2013,EV,2013-12-31T14:00:00Z,,
2013,AA,2013-12-31T15:00:00Z,,
2013,AA,2013-12-31T14:00:00Z,,
2013,WN,2013-12-31T14:00:00Z,,
2013,B6,2013-12-31T15:00:00Z,,
2013,MQ,2013-12-31T15:00:00Z,,
2013,EV,2013-12-31T15:00:00Z,,
2013,DL,2013-12-31T16:00:00Z,,
2013,EV,2013-12-31T15:00:00Z,,
2013,DL,2013-12-31T15:00:00Z,,
2013,DL,2013-12-31T16:00:00Z,,
2013,DL,2013-12-31T16:00:00Z,,
2013,MQ,2013-12-31T16:00:00Z,,
2013,DL,2013-12-31T15:00:00Z,,
2013,EV,2013-12-31T15:00:00Z,,
2013,UA,2013-12-31T16:00:00Z,,
2013,UA,2013-12-31T14:00:00Z,,
2013,AA,2013-12-31T16:00:00Z,,
2013,UA,2013-12-31T16:00:00Z,,
2013,DL,2013-12-31T16:00:00Z,,
2013,EV,2013-12-31T15:00:00Z,,
2013,EV,2013-12-31T16:00:00Z,,
2013,MQ,2013-12-31T16:00:00Z,,
2013,B6,2013-12-31T16:00:00Z,,
2013,UA,2013-12-31T16:00:00Z,,
2013,WN,2013-12-31T16:00:00Z,,
2013,UA,2013-12-31T16:00:00Z,,
2013,AA,2013-12-31T16:00:00Z,,
2013,US,2013-12-31T16:00:00Z,,
2013,EV,2013-12-31T16:00:00Z,,
2013,UA,2013-12-31T16:00:00Z,,
2013,UA,2013-12-31T16:00:00Z,,
2013,9E,2013-12-31T16:00:00Z,,
2013,MQ,2013-12-31T16:00:00Z,,
2013,AA,2013-12-31T16:00:00Z,,
2013,DL,2013-12-31T16:00:00Z,,
2013,DL,2013-12-31T16:00:00Z,,
2013,DL,2013-12-31T16:00:00Z,,
2013,UA,2013-12-31T16:00:00Z,,
2013,WN,2013-12-31T16:00:00Z,,
2013,DL,2013-12-31T15:00:00Z,,
2013,YV,2013-12-31T16:00:00Z,,
2013,DL,2013-12-31T16:00:00Z,,
2013,B6,2013-12-31T16:00:00Z,,
2013,UA,2013-12-31T16:00:00Z,,
2013,EV,2013-12-31T16:00:00Z,,
2013,EV,2013-12-31T16:00:00Z,,
2013,EV,2013-12-31T16:00:00Z,,
2013,MQ,2013-12-31T17:00:00Z,,
2013,AA,2013-12-31T17:00:00Z,,
2013,B6,2013-12-31T17:00:00Z,,
2013,B6,2013-12-31T17:00:00Z,,
2013,US,2013-12-31T17:00:00Z,,
2013,9E,2013-12-31T17:00:00Z,,
2013,AA,2013-12-31T16:00:00Z,,
2013,DL,2013-12-31T16:00:00Z,,
2013,UA,2013-12-31T16:00:00Z,,
2013,DL,2013-12-31T17:00:00Z,,
2013,UA,2013-12-31T17:00:00Z,,
2013,WN,2013-12-31T17:00:00Z,,
2013,AA,2013-12-31T17:00:00Z,,
2013,DL,2013-12-31T17:00:00Z,,
2013,DL,2013-12-31T17:00:00Z,,
2013,EV,2013-12-31T16:00:00Z,,
2013,MQ,2013-12-31T17:00:00Z,,
2013,WN,2013-12-31T16:00:00Z,,
2013,EV,2013-12-31T16:00:00Z,,
2013,MQ,2013-12-31T16:00:00Z,,
2013,UA,2013-12-31T17:00:00Z,,
2013,MQ,2013-12-31T17:00:00Z,,
2013,EV,2013-12-31T17:00:00Z,,
2013,UA,2013-12-31T17:00:00Z,,
2013,EV,2013-12-31T17:00:00Z,,
2013,MQ,2013-12-31T17:00:00Z,,
2013,AA,2013-12-31T17:00:00Z,,
2013,EV,2013-12-31T17:00:00Z,,
2013,FL,2013-12-31T16:00:00Z,,
2013,UA,2013-12-31T17:00:00Z,,
2013,EV,2013-12-31T14:00:00Z,,
2013,B6,2013-12-31T17:00:00Z,,
